Rank,Team,Conference,Conference_Record,Conference_Record_Wins,Conference_Record_Losses,Overall_Record,Overall_Record_Wins,Overall_Record_Losses,SOS,NC_Rec,NC_Rec_Wins,NC_Rec_Losses,NC_RPI,NC_SOS,H,H_Wins,H_Losses,R,R_Wins,R_Losses,N,N_Wins,N_Losses,Q1,Q1_Wins,Q1_Losses,Q2,Q2_Wins,Q2_Losses,Q3,Q3_Wins,Q3_Losses,Q4,Q4_Wins,Q4_Losses
271,Prairie View A&M,SWAC,19-11,19,11,25-27,25,27,298,5-14,5,14,255,243,11-5,11,5,12-17,12,17,2-5,2,5,0-1,0,1,0-1,0,1,0-0,0,0,25-25,25,25
272,Delaware State,MEAC,19-14,19,14,25-23,25,23,300,3-7,3,7,272,246,11-8,11,8,12-13,12,13,2-2,2,2,0-0,0,0,0-1,0,1,0-0,0,0,25-22,25,22
273,Holy Cross,Patriot League,11-14,11,14,17-37,17,37,278,6-21,6,21,284,284,7-7,7,7,10-30,10,30,0-0,0,0,0-0,0,0,0-4,0,4,1-4,1,4,16-29,16,29
274,Northern Illinois,Mid-American,13-25,13,25,14-40,14,40,225,1-15,1,15,285,131,7-13,7,13,7-27,7,27,0-0,0,0,0-1,0,1,0-8,0,8,1-5,1,5,13-26,13,26
275,Grambling State,SWAC,20-10,20,10,24-31,24,31,290,3-19,3,19,283,153,10-14,10,14,11-12,11,12,3-5,3,5,0-3,0,3,0-0,0,0,0-5,0,5,24-23,24,23
276,Fairleigh Dickinson,Northeast,16-11,16,11,24-30,24,30,292,8-17,8,17,296,301,14-12,14,12,10-16,10,16,0-2,0,2,0-0,0,0,0-0,0,0,4-6,4,6,20-24,20,24
277,Hartford,America East,11-19,11,19,13-37,13,37,230,2-16,2,16,291,227,7-14,7,14,6-21,6,21,0-2,0,2,0-4,0,4,0-0,0,0,0-3,0,3,13-30,13,30
278,Jackson State,SWAC,16-14,16,14,26-27,26,27,299,10-11,10,11,233,267,16-9,16,9,9-14,9,14,1-4,1,4,0-1,0,1,0-0,0,0,0-1,0,1,26-25,26,25
279,Akron,Mid-American,11-29,11,29,14-39,14,39,216,3-10,3,10,216,55,10-14,10,14,4-25,4,25,0-0,0,0,0-7,0,7,1-7,1,7,1-6,1,6,12-19,12,19
280,Bellarmine,ASUN,8-22,8,22,11-43,11,43,191,3-21,3,21,277,121,7-12,7,12,4-29,4,29,0-2,0,2,0-6,0,6,0-3,0,3,2-13,2,13,9-21,9,21
281,Siena,MAAC,8-15,8,15,11-37,11,37,224,3-22,3,22,276,109,7-11,7,11,4-26,4,26,0-0,0,0,0-3,0,3,0-6,0,6,0-4,0,4,11-24,11,24
282,Texas Southern,SWAC,19-11,19,11,20-24,20,24,296,1-11,1,11,279,125,10-5,10,5,10-15,10,15,0-4,0,4,0-1,0,1,0-2,0,2,0-6,0,6,20-15,20,15
283,Mount Saint Mary's,Northeast,7-20,7,20,14-34,14,34,270,7-14,7,14,247,225,7-11,7,11,6-20,6,20,1-3,1,3,0-0,0,0,0-0,0,0,2-12,2,12,12-22,12,22
284,Coppin State,MEAC,17-13,17,13,24-30,24,30,293,4-14,4,14,298,293,13-15,13,15,8-13,8,13,3-2,3,2,0-2,0,2,0-0,0,0,0-4,0,4,24-24,24,24
285,Saint Thomas,The Summit League,10-14,10,14,15-28,15,28,289,5-14,5,14,288,299,7-7,7,7,5-21,5,21,3-0,3,0,0-0,0,0,0-3,0,3,2-4,2,4,13-21,13,21
286,Princeton,Ivy League,3-18,3,18,7-33,7,33,202,4-15,4,15,273,222,4-10,4,10,3-19,3,19,0-4,0,4,1-4,1,4,0-5,0,5,1-12,1,12,5-12,5,12
287,UC Riverside,Big West,4-26,4,26,8-45,8,45,166,4-19,4,19,278,144,7-21,7,21,1-24,1,24,0-0,0,0,0-3,0,3,2-15,2,15,0-11,0,11,6-16,6,16
288,North Alabama,ASUN,5-25,5,25,12-41,12,41,243,7-16,7,16,263,219,11-13,11,13,1-28,1,28,0-0,0,0,1-4,1,4,0-1,0,1,2-14,2,14,9-22,9,22
289,Norfolk State,MEAC,12-18,12,18,15-32,15,32,288,3-12,3,12,268,75,9-19,9,19,6-13,6,13,0-0,0,0,0-0,0,0,0-3,0,3,1-2,1,2,14-27,14,27
290,Iona,MAAC,6-18,6,18,6-41,6,41,218,0-23,0,23,287,64,4-9,4,9,2-32,2,32,0-0,0,0,0-7,0,7,0-0,0,0,0-4,0,4,6-30,6,30
291,UC Davis,Big West,5-25,5,25,6-35,6,35,219,1-10,1,10,297,270,4-16,4,16,2-19,2,19,0-0,0,0,0-4,0,4,0-9,0,9,1-5,1,5,5-17,5,17
292,Sacred Heart,Northeast,9-18,9,18,12-41,12,41,271,3-23,3,23,295,261,10-8,10,8,2-29,2,29,0-4,0,4,0-0,0,0,0-3,0,3,3-11,3,11,9-27,9,27
293,Alabama A&M,SWAC,10-20,10,20,12-34,12,34,282,2-14,2,14,292,244,6-18,6,18,6-16,6,16,0-0,0,0,0-1,0,1,1-2,1,2,0-3,0,3,11-28,11,28
294,Maryland Eastern Shore,MEAC,15-18,15,18,17-37,17,37,294,1-17,1,17,301,292,7-15,7,15,10-20,10,20,0-2,0,2,0-0,0,0,0-0,0,0,0-2,0,2,17-35,17,35
295,Saint Peter's,MAAC,6-17,6,17,9-41,9,41,272,3-24,3,24,289,239,4-11,4,11,5-29,5,29,0-1,0,1,0-1,0,1,0-3,0,3,0-7,0,7,9-30,9,30
296,Western Illinois,The Summit League,5-19,5,19,8-44,8,44,274,3-25,3,25,290,251,2-13,2,13,6-31,6,31,0-0,0,0,0-0,0,0,0-6,0,6,3-10,3,10,5-28,5,28
297,Northern Colorado,The Summit League,8-16,8,16,9-36,9,36,283,1-20,1,20,300,279,4-8,4,8,5-28,5,28,0-0,0,0,0-0,0,0,0-6,0,6,0-11,0,11,9-19,9,19
298,Saint Bonaventure,Atlantic 10,3-21,3,21,5-39,5,39,253,2-18,2,18,299,281,4-11,4,11,1-24,1,24,0-4,0,4,0-0,0,0,0-4,0,4,0-1,0,1,5-34,5,34
299,Arkansas-Pine Bluff,SWAC,9-21,9,21,11-36-1,11,36,301,2-15-1,2,15,281,154,4-17-1,4,17,7-17,7,17,0-2,0,2,0-2-0,0,2,0-0-0,0,0,0-4-0,0,4,11-30-1,11,30
300,Mississippi Valley State,SWAC,4-25,4,25,6-31-1,6,31,295,2-6-1,2,6,282,295,3-11,3,11,3-20-1,3,20,0-0,0,0,0-0-0,0,0,0-0-0,0,0,0-0-0,0,0,6-31-1,6,31
301,Alcorn State,SWAC,2-28,2,28,2-39,2,39,297,0-11,0,11,294,133,0-16,0,16,2-23,2,23,0-0,0,0,0-1,0,1,0-0,0,0,0-0,0,0,2-38,2,38
