name,team,age,nameascii,playerid,mlbamid,year,w,l,era,g,gs,cg,sho,sv,ip,tbf,h,r,er,hr,bb,hbp,wp,bk,so,k/9,bb/9,k/bb,hr/9,k%,bb%,k-bb%,avg,whip,babip,lob%,fip,e-f
Nathaniel Garley,UNM,23.0,Nathaniel Garley,sa3031979,,2021,1,4,6.581250156909231,13,12,0,0,0,53.1,253,80,45,39,4,12,2,7,1,30,5.062500120699409,2.025000048279763,2.5,0.6750000160932544,0.11857708,0.04743083,0.07114625,0.33472803,1.725000041127206,0.37073171,0.55429864,5.144093910157681,1.4371562467515506
Michael Garza,UIW,21.0,Michael Garza,sa3032024,,2021,3,4,5.576087072125457,19,8,1,0,6,61.1,275,75,47,38,7,19,5,3,0,59,8.657608875142158,2.7880435360627285,3.10526316,1.0271739343389,0.21454545,0.06909091,0.14545455,0.29880478,1.5326087274262952,0.36756757,0.58295964,4.603124492763347,0.9729625793621102
Evan Gates,NCAT,23.0,Evan Gates,sa3032044,,2021,4,4,4.373239554102711,21,2,0,0,5,47.1,208,48,27,23,2,15,2,2,0,79,15.02112716409192,2.8521127526756813,5.26666667,0.3802817003567574,0.37980769,0.07211538,0.30769231,0.2513089,1.3309859512486513,0.41818182,0.61093248,2.999219904852111,1.3740196492506
Chase Gearing,NICH,21.0,Chase Gearing,sa3032077,,2021,4,5,4.7368421052631575,14,14,0,0,0,76.0,341,81,46,40,7,25,13,5,0,60,7.105263157894737,2.960526315789474,2.4,0.8289473684210527,0.17595308,0.07331378,0.1026393,0.26732673,1.394736842105263,0.31355932,0.66849817,4.987849878009997,-0.2510077727468394
Jordan Geber,MSM,,Jordan Geber,sa3032081,,2021,2,3,3.878453120415053,11,10,1,1,0,60.1,253,47,34,26,9,26,8,2,0,68,10.143646622623985,3.878453120415053,2.61538462,1.3425414647590566,0.2687747,0.1027668,0.16600791,0.21461187,1.209944776881619,0.26760563,0.6871345,5.537529835794579,-1.659076715379526
Angelo Gennari,SFA,,Angelo Gennari,sa3032112,,2021,3,5,5.337209420696734,12,12,1,1,0,57.1,272,60,41,34,1,31,10,3,0,49,7.691860635709999,4.86627917769408,1.58064516,0.156976747667551,0.18014706,0.11397059,0.06617647,0.25974026,1.58720933752746,0.32596685,0.60240964,4.532219537752522,0.8049898829442119
Ben Gerl,NKU,19.0,Ben Gerl,sa3032142,,2021,4,6,6.406779868134963,13,13,0,0,0,78.2,359,95,60,56,16,32,11,3,0,63,7.207627351651833,3.661017067505693,1.96875,1.8305085337528464,0.17548747,0.08913649,0.08635098,0.30063291,1.6144068318514688,0.33333333,0.67474048,7.3205317426844285,-0.9137518745494652
Logan Gerling,WASH,,Logan Gerling,sa3032143,,2021,2,6,4.12663741710155,16,14,0,0,0,76.1,330,77,37,35,6,22,8,2,0,67,7.899563055594396,2.5938863764638316,3.04545455,0.7074235572174087,0.2030303,0.06666667,0.13636364,0.25666667,1.2969431882319158,0.31277533,0.70993915,4.192757132737111,-0.066119715635561
Anthony Germinerio,ALB,21.0,Anthony Germinerio,sa3032147,,2021,3,5,3.9661016949152543,11,10,1,0,0,59.0,256,57,32,26,3,17,8,8,0,54,8.23728813559322,2.593220338983051,3.17647059,0.4576271186440678,0.2109375,0.06640625,0.14453125,0.24675325,1.2542372881355932,0.31034483,0.64267352,4.0233965372635145,-0.0572948423482602
Tommy Gertner,ODU,,Tommy Gertner,sa3032152,,2021,2,2,4.952662833685855,15,15,0,0,0,56.1,260,51,37,31,6,23,15,5,0,54,8.627219129646328,3.674556295960473,2.34782609,0.9585799032940364,0.20769231,0.08846154,0.11923077,0.22972973,1.3136094971066423,0.27777778,0.64516129,5.605001304358405,-0.6523384706725501
Luke Gesell,UNCW,,Luke Gesell,sa3032157,,2021,5,3,4.429687367985029,16,15,0,0,0,85.1,363,86,50,42,15,15,7,3,0,64,6.74999979883433,1.582031202851796,4.26666667,1.582031202851796,0.17630854,0.04132231,0.13498623,0.25219941,1.1835937147261586,0.27099237,0.66666667,5.3512894165935005,-0.921602048608472
Trey Gibson,LIB,19.0,Trey Gibson,sa3032192,,2021,7,4,3.3230769230769233,13,13,1,0,0,65.0,267,51,29,24,0,21,10,6,0,70,9.692307692307692,2.9076923076923076,3.33333333,0.0,0.26217228,0.07865169,0.1835206,0.21610169,1.1076923076923078,0.30722892,0.64634146,3.4277468607975887,-0.1046699377206654
Logan Gilbertson,CARK,,Logan Gilbertson,sa3032209,,2021,2,3,5.890909090909091,16,11,1,0,1,55.0,270,83,47,36,9,17,6,4,0,47,7.690909090909091,2.7818181818181817,2.76470588,1.4727272727272729,0.17407407,0.06296296,0.11111111,0.33603239,1.818181818181818,0.38743455,0.63169165,5.542156098105691,0.3487529928033996
Matt Gilbertson,PITT,,Matt Gilbertson,sa3032210,,2021,6,5,4.447058823529412,13,13,1,0,0,85.0,363,90,44,42,8,20,5,8,0,72,7.623529411764705,2.1176470588235294,3.6,0.8470588235294118,0.19834711,0.05509642,0.14325069,0.26627219,1.2941176470588236,0.31782946,0.68400771,4.051699436412139,0.3953593871172733
Jovan Gill,STET,19.0,Jovan Gill,sa3032223,,2021,4,4,4.228915759831526,16,6,1,1,1,55.1,228,50,26,26,5,16,4,6,0,42,6.831325458189389,2.6024096983578624,2.625,0.813253030736832,0.18421053,0.07017544,0.11403509,0.24038462,1.1927711117473536,0.27950311,0.6984127,4.8917876563236256,-0.6628718964920992
Gage Gillian,UNC,,Gage Gillian,sa3032241,,2021,1,2,2.34,24,1,0,0,4,50.0,201,38,15,13,4,9,3,1,0,49,8.82,1.62,5.44444444,0.72,0.24378109,0.04477612,0.19900498,0.2010582,0.94,0.25,0.78828829,3.439934730529785,-1.0999347305297853
Jared Glenn,ASU,,Jared Glenn,sa3032308,,2021,6,2,5.019230769230769,24,3,0,0,0,52.0,229,62,30,29,6,15,4,1,0,32,5.538461538461538,2.5961538461538463,2.13333333,1.0384615384615383,0.13973799,0.06550218,0.07423581,0.2952381,1.4807692307692308,0.3255814,0.70247934,5.112726915799655,-0.0934961465688859
Brant Glidewell,SIUE,,Brant Glidewell,sa3032313,,2021,6,1,4.447058723740102,14,9,0,0,0,56.2,237,55,30,28,6,12,7,3,0,44,6.988235137305874,1.9058823101743292,3.66666667,0.9529411550871646,0.18565401,0.05063291,0.1350211,0.25229358,1.1823529146451857,0.29166667,0.67073171,4.864684058258691,-0.4176253345185889
Jason Goe,MORE,,Jason Goe,sa3032337,,2021,3,5,4.3875,14,13,0,0,1,80.0,349,86,50,39,14,17,7,8,2,78,8.775,1.9125,4.58823529,1.575,0.2234957,0.0487106,0.1747851,0.26461538,1.2875,0.30901288,0.66371681,5.260272312164307,-0.8727723121643072
Harley Gollert,APSU,22.0,Harley Gollert,sa3032372,,2021,4,5,5.221698301124512,19,6,0,0,2,70.2,320,67,51,41,13,42,0,5,0,68,8.660377670157727,5.3490567962738895,1.61904762,1.6556604369419183,0.2125,0.13125,0.08125,0.24100719,1.5424528856980264,0.27411168,0.63876652,6.285272393136657,-1.0635740920121457
Alec Gomez,GONZ,,Alec Gomez,sa3032380,,2021,5,4,5.833333333333333,15,10,0,0,1,54.0,247,64,36,35,4,21,2,2,0,34,5.666666666666667,3.5,1.61904762,0.6666666666666666,0.13765182,0.08502024,0.05263158,0.28571429,1.5740740740740742,0.32258065,0.62653563,4.771881223607947,1.0614521097253862
Chris Gonzalez,STET,,Chris Gonzalez,sa3032405,,2021,5,2,5.619289557724756,10,10,0,0,0,65.2,284,72,41,41,4,11,6,3,0,51,6.989847986438112,1.5076142715846907,4.63636364,0.5482233714853421,0.17957746,0.03873239,0.14084507,0.26966292,1.2639594398134275,0.32075472,0.57553957,4.166052210860216,1.4532373468645403
Joseph Gonzalez,AUB,,Joseph Gonzalez,sa3032426,,2021,2,3,6.165354515897331,21,5,0,0,0,42.1,190,51,30,29,2,10,5,5,0,30,6.377952947479997,2.1259843158266656,3.0,0.4251968631653331,0.15789474,0.05263158,0.10526316,0.29142857,1.4409449251714068,0.34265734,0.56962025,3.888312662225034,2.277041853672297
Ty Good,COFC,19.0,Ty Good,sa3032451,,2021,7,5,3.708154627858261,17,10,0,0,1,77.2,340,69,38,32,4,27,16,5,0,85,9.849785730248504,3.128755467255407,3.14814815,0.4635193284822825,0.25,0.07941176,0.17058824,0.23232323,1.23605154261942,0.3125,0.69548872,3.934326618968355,-0.2261719911100943
Tommy Goodridge,NAVY,,Tommy Goodridge,sa3032462,,2021,1,2,4.9270071620799945,10,9,1,0,0,45.2,209,46,25,25,6,17,13,1,0,28,5.518248021529594,3.3503648702143964,1.64705882,1.1824817188991987,0.13397129,0.08133971,0.05263158,0.25698324,1.3795620053823985,0.27586207,0.75443787,6.76146666735476,-1.834459505274766
Lane Gordon,ALCN,,Lane Gordon,sa3032483,,2021,1,1,5.472973114038754,7,5,0,0,1,24.2,110,34,17,15,1,8,0,0,0,17,6.2027028625772545,2.918918994154002,2.125,0.3648648742692502,0.15454545,0.07272727,0.08181818,0.33333333,1.7027027465898346,0.39285714,0.61576355,5.467754093933663,0.0052190201050912
Jordan Gould,ALST,,Jordan Gould,sa3032525,,2021,4,1,4.706422183060329,13,5,0,0,0,36.1,181,44,23,19,2,22,2,6,0,41,10.155963658182817,5.449541475122486,1.86363636,0.4954128613747715,0.22651934,0.12154696,0.10497238,0.28025478,1.8165138250408288,0.36842105,0.69018405,5.786499457065932,-1.0800772740056033
Zach Grace,IONA,19.0,Zach Grace,sa3032551,,2021,0,1,3.176470588235294,3,3,0,0,0,17.0,73,15,8,6,2,8,0,1,0,20,10.588235294117649,4.235294117647059,2.5,1.0588235294117647,0.2739726,0.10958904,0.16438356,0.23076923,1.3529411764705883,0.30232558,0.74257426,4.966702090992647,-1.790231502757353
Russell Grant II,SCU,,Russell Grant II,sa3032585,,2021,1,6,3.689440906372049,15,13,0,0,0,53.2,238,36,27,22,4,28,14,6,1,62,10.397515281593956,4.695652062655335,2.21428571,0.6708074375221907,0.2605042,0.11764706,0.14285714,0.18367347,1.1925465555950057,0.24615385,0.70441989,4.796610898409751,-1.1071699920377025
Scott Granzotto,EMU,,Scott Granzotto,sa3032588,,2021,3,3,5.102362357983998,11,11,0,0,0,42.1,197,53,25,24,1,19,3,3,0,30,6.377952947479997,4.039370200070665,1.57894737,0.2125984315826665,0.15228426,0.0964467,0.05583756,0.30285714,1.700787452661333,0.36111111,0.67934783,4.655895174546697,0.4464671834373011
Mason Gray,UVU,,Mason Gray,sa3032618,,2021,3,7,5.704225352112676,14,14,1,0,0,71.0,326,83,53,45,10,32,6,6,0,65,8.23943661971831,4.056338028169014,2.03125,1.267605633802817,0.1993865,0.09815951,0.10122699,0.28819444,1.619718309859155,0.342723,0.63551402,5.888508100912604,-0.1842827487999283
Zach Grech,STAN,,Zach Grech,sa3032628,,2021,5,5,3.624160981039752,31,1,0,0,13,49.2,209,42,23,20,1,12,12,4,0,34,6.161073667767578,2.174496588623851,2.83333333,0.1812080490519876,0.16267943,0.05741627,0.10526316,0.22702703,1.0872482943119255,0.27333333,0.66563467,4.089624170846571,-0.4654631898068193
Cody Greenhill,AUB,,Cody Greenhill,sa3032650,,2021,3,0,3.2837838684232525,13,8,0,0,1,49.1,200,40,22,18,7,14,2,5,0,43,7.844594796788881,2.5540541198847517,3.07142857,1.277027059942376,0.215,0.07,0.145,0.2173913,1.0945946228077508,0.24626866,0.73593074,4.702794486750123,-1.4190106183268705
Kyle Greenler,ELON,21.0,Kyle Greenler,sa3032668,,2021,1,5,4.172727128020993,22,0,0,0,2,36.2,154,32,23,17,9,11,0,2,0,32,7.854545182157163,2.699999906366525,2.90909091,2.209090832481702,0.20779221,0.07142857,0.13636364,0.22377622,1.1727272320581876,0.2254902,0.65789474,6.138150177159588,-1.965423049138595
Tommy Green,MER,22.0,Tommy Green,sa3032674,,2021,4,4,6.381818181818182,24,10,0,0,0,55.0,242,60,43,39,10,18,4,4,0,63,10.309090909090909,2.9454545454545453,3.5,1.6363636363636365,0.26033058,0.07438017,0.18595041,0.27272727,1.4181818181818182,0.34013605,0.57352941,5.546775315024636,0.8350428667935459
Will Greer,BUCK,21.0,Will Greer,sa3032680,,2021,3,5,5.625,10,10,1,0,0,56.0,262,63,44,35,4,24,9,3,0,38,6.107142857142857,3.857142857142857,1.58333333,0.6428571428571429,0.14503817,0.09160305,0.05343511,0.27510917,1.5535714285714286,0.31550802,0.57522124,5.648197705405099,-0.0231977054050993
Rob Griswold,LIU,,Rob Griswold,sa3032747,,2021,4,0,0.9,17,0,0,0,5,30.0,116,21,3,3,1,5,2,1,0,33,9.9,1.5,6.6,0.3,0.28448276,0.04310345,0.24137931,0.19266055,0.8666666666666667,0.26666667,0.93984962,3.095172532399496,-2.195172532399496
Gunnar Groen,PEPP,,Gunnar Groen,sa3032755,,2021,2,0,7.147059023999018,12,8,0,0,0,45.1,210,47,39,36,3,29,7,7,0,35,6.948529606665712,5.757353102665876,1.20689655,0.5955882519999182,0.16666667,0.13809524,0.02857143,0.27011494,1.676470635259029,0.32352941,0.55837563,5.488929201533639,1.658129822465379
Bryce Grossius,SEMO,,Bryce Grossius,sa3032767,,2021,4,3,6.128834499261646,18,8,0,0,0,54.1,240,68,39,37,6,14,2,10,2,57,9.441718012376048,2.319018459180082,4.07142857,0.9938650539343208,0.2375,0.05833333,0.17916667,0.30357143,1.5092024893076723,0.38509317,0.5952381,4.2561312130386,1.8727032862230455
Geremy Guerrero,INST,,Geremy Guerrero,sa3032825,,2021,10,1,2.0838925640978574,14,14,2,1,0,99.1,377,65,26,23,10,14,1,0,0,98,8.879194403547391,1.268456343363913,7.0,0.906040245259938,0.25994695,0.03713528,0.22281167,0.17955801,0.7953019930615011,0.21653543,0.81818182,3.5326537007174243,-1.448761136619567
John Guienze,SOU,,John Guienze,sa3032841,,2021,1,6,7.012987186704046,14,11,1,1,0,51.1,231,56,47,40,6,23,10,3,0,29,5.0844157103604335,4.032467632354827,1.26086957,1.051948078005607,0.12554113,0.0995671,0.02597403,0.28282828,1.5389610770822768,0.30674847,0.52109181,7.664314344782195,-0.651327158078149
Shane Gustafson,NEV,,Shane Gustafson,sa3032870,,2021,3,2,2.8928570640330435,20,0,0,0,3,46.2,195,36,15,15,4,18,8,1,0,40,7.7142855040881155,3.471428476839652,2.22222222,0.7714285504088115,0.20512821,0.09230769,0.11282051,0.21301775,1.1571428256132172,0.256,0.83333333,5.578022437192956,-2.6851653731599128
Max Habegger,LIP,,Max Habegger,sa3032917,,2021,1,8,6.7046978149235406,13,10,0,0,0,49.2,237,59,42,37,5,19,14,5,0,33,5.97986561871559,3.4429529319877643,1.73684211,0.906040245259938,0.13924051,0.08016878,0.05907173,0.28921569,1.5704697584505591,0.3253012,0.58823529,6.123978095773932,0.5807197191496085
William Haberstock,UNA,19.0,William Haberstock,sa3032921,,2021,1,4,8.033058104493263,17,7,0,0,0,40.1,186,50,40,36,4,23,2,9,0,46,10.264463133519168,5.132231566759584,2.0,0.8925620116103625,0.24731183,0.12365591,0.12365591,0.31055901,1.809917412432124,0.41441441,0.50432277,5.018592406273475,3.0144656982197873
Bryce Hackett,TAR,,Bryce Hackett,sa3032928,,2021,2,5,5.6911764705882355,13,13,0,0,0,68.0,314,84,55,43,11,27,5,8,0,56,7.411764705882353,3.573529411764706,2.07407407,1.4558823529411764,0.17834395,0.08598726,0.09235669,0.29787234,1.6323529411764706,0.33953488,0.60636183,6.150521356919233,-0.4593448863309977
Jordan Haddaway,DSU,,Jordan Haddaway,sa3032938,,2021,4,4,5.625,12,11,1,0,0,56.0,274,63,42,35,3,41,10,5,0,33,5.303571428571429,6.589285714285714,0.80487805,0.4821428571428571,0.12043796,0.14963504,-0.02919708,0.28251121,1.8571428571428572,0.32085561,0.6557377,6.96048755645752,-1.3354875564575197
Matt Hamilton,BRAD,,Matt Hamilton,sa3033085,,2021,5,2,5.586206896551724,13,8,1,0,0,58.0,251,63,37,36,7,14,5,4,0,49,7.603448275862069,2.1724137931034484,3.5,1.0862068965517242,0.19521912,0.05577689,0.13944223,0.27155172,1.3275862068965518,0.31818182,0.6232687,4.6061320567953175,0.9800748397564067
Owen Hamilton,UMBC,,Owen Hamilton,sa3033086,,2021,1,4,8.021739130434783,12,9,0,0,0,46.0,225,60,49,41,6,18,11,7,0,27,5.282608695652174,3.5217391304347827,1.5,1.173913043478261,0.12,0.08,0.04,0.30612245,1.6956521739130437,0.33128834,0.49627792,6.334745100270148,1.6869940301646356
Ben Hampton,WVU,19.0,Ben Hampton,sa3033108,,2021,4,3,4.833333333333333,14,10,0,0,0,54.0,235,61,33,29,7,15,1,0,0,47,7.833333333333333,2.5,3.13333333,1.1666666666666667,0.2,0.06382979,0.13617021,0.27853881,1.4074074074074074,0.32727273,0.6547619,4.5210848172505695,0.3122485160827635
Ky Hampton,EIU,,Ky Hampton,sa3033112,,2021,5,2,5.68421073381381,11,11,1,1,0,69.2,295,87,48,44,9,12,4,6,3,40,5.1674643034671,1.55023929104013,3.33333333,1.1626794682800976,0.13559322,0.04067797,0.09491525,0.31182796,1.4210526834534525,0.33913043,0.60840708,5.255368050482928,0.428842683330882
Josh Hancock,FAMU,23.0,Josh Hancock,sa3033121,,2021,4,8,7.603448275862069,13,13,1,0,0,58.0,286,77,57,49,7,32,10,3,0,37,5.741379310344827,4.9655172413793105,1.15625,1.0862068965517242,0.12937063,0.11188811,0.01748252,0.31557377,1.8793103448275863,0.35,0.56776557,7.17600479783683,0.4274434780252392
Mike Hansell,SIU,21.0,Mike Hansell,sa3033163,,2021,2,2,5.2137932406140886,15,14,0,0,0,48.1,238,62,35,28,2,23,7,2,0,37,6.8896553536686165,4.282758733361573,1.60869565,0.3724138029010063,0.15546218,0.09663866,0.05882353,0.29807692,1.7586207359214188,0.35502959,0.63901345,4.613028631380424,0.6007646092336643
Stephen Hansen,PITT,,Stephen Hansen,sa3033168,,2021,1,4,6.244897959183674,14,9,0,0,1,49.0,233,66,38,34,9,20,5,1,0,40,7.346938775510204,3.673469387755102,2.0,1.653061224489796,0.17167382,0.08583691,0.08583691,0.31730769,1.7551020408163265,0.35849057,0.67602041,5.925649016244071,0.3192489429396028
Nicholas Hanson,WAG,19.0,Nicholas Hanson,sa3033184,,2021,1,0,2.7613635765126925,11,1,0,0,1,29.1,121,22,10,9,0,20,1,1,0,23,7.05681802886577,6.136363503361539,1.15,0.0,0.19008264,0.16528926,0.02479339,0.22,1.4318181507843593,0.28571429,0.76744186,4.741384641050308,-1.9800210645376155
Houston Harding,MSST,,Houston Harding,sa3033204,,2021,7,2,3.0483870967741935,21,8,0,0,0,62.0,256,50,25,21,8,21,2,4,1,67,9.725806451612904,3.0483870967741935,3.19047619,1.1612903225806452,0.26171875,0.08203125,0.1796875,0.21459227,1.1451612903225807,0.26582278,0.77669903,4.257502392799624,-1.20911529602543
Ryan Hardman,UTU,,Ryan Hardman,sa3033211,,2021,3,6,8.68421052631579,15,10,0,0,1,57.0,275,73,58,55,11,27,8,5,0,43,6.7894736842105265,4.2631578947368425,1.59259259,1.736842105263158,0.15636364,0.09818182,0.05818182,0.30416667,1.7543859649122806,0.33333333,0.5399568,7.124979561253598,1.5592309650621914
Ryan Hare,CSUF,24.0,Ryan Hare,sa3033219,,2021,0,5,6.217105107129119,17,7,0,0,0,50.2,214,49,35,35,7,13,6,6,1,39,6.927631405086733,2.3092104683622443,3.0,1.243421021425824,0.18224299,0.06074766,0.12149533,0.25128205,1.2236841798158902,0.28187919,0.56701031,5.420017423590135,0.797087683538984
Brad Harrison,SIU,,Brad Harrison,sa3033259,,2021,9,0,3.5409834958378683,15,15,2,1,0,81.1,347,77,34,32,10,27,4,7,0,98,10.844261956003471,2.9877048246132016,3.62962963,1.1065573424493338,0.28242075,0.0778098,0.20461095,0.24367089,1.2786884846081192,0.32211538,0.78723404,4.0760302940128765,-0.5350467981750082
Chace Harris,OHIO,,Chace Harris,sa3033261,,2021,3,3,3.2481203939142556,13,6,0,0,1,44.1,194,39,18,16,3,16,12,3,0,43,8.729323558644563,3.2481203939142556,2.6875,0.6090225738589229,0.22164948,0.08247423,0.13917526,0.23493976,1.2406015393422505,0.3,0.78025478,5.041662753530703,-1.7935423596164477
Connor Harris,GW,21.0,Connor Harris,sa3033263,,2021,3,1,5.25,13,6,0,0,1,36.0,173,44,24,21,2,16,6,8,0,28,7.0,4.0,1.75,0.5,0.16184971,0.09248555,0.06936416,0.29139073,1.6666666666666667,0.34710744,0.66455696,5.280176830291748,-0.0301768302917482
Kole Harris,UNCA,,Kole Harris,sa3033289,,2021,2,2,4.325966942001405,18,10,0,0,0,60.1,272,68,34,29,3,26,4,8,0,49,7.309392419243752,3.878453120415053,1.88461538,0.4475138215863522,0.18014706,0.09558824,0.08455882,0.28099174,1.558011082559893,0.34210526,0.68230277,4.643864445951096,-0.3178975039496912
Payton Harris,ALST,,Payton Harris,sa3033297,,2021,2,1,1.2857142857142858,20,0,0,0,3,42.0,166,18,12,6,1,17,3,2,0,58,12.428571428571429,3.642857142857143,3.41176471,0.2142857142857142,0.34939759,0.10240964,0.24698795,0.12328767,0.8333333333333334,0.1954023,0.71038251,4.3223229453677225,-3.036608659653437
Trevor Harris,SLU,,Trevor Harris,sa3033307,,2021,4,4,4.339285714285714,12,12,2,1,0,56.0,253,61,35,27,4,20,9,1,0,46,7.392857142857143,3.2142857142857144,2.3,0.6428571428571429,0.18181818,0.07905138,0.1027668,0.27232143,1.4464285714285714,0.32758621,0.65165877,5.119462544577463,-0.7801768302917482
Jason Hartline,ODU,,Jason Hartline,sa3033343,,2021,5,0,1.875,27,0,0,0,3,48.0,192,42,13,10,1,10,4,0,0,60,11.25,1.875,6.0,0.1875,0.3125,0.05208333,0.26041667,0.23595506,1.0833333333333333,0.35042735,0.78754579,2.759710343678792,-0.8847103436787922
Grant Hartwig,M-OH,23.0,Grant Hartwig,sa3033357,,2021,5,5,3.436363517193759,14,11,1,0,0,73.1,318,65,41,28,4,11,15,5,0,82,10.063636014638863,1.3499999531832625,7.45454545,0.4909090738848227,0.25786164,0.03459119,0.22327044,0.22260274,1.0363636004235146,0.2961165,0.58548009,3.7434399158698466,-0.3070763986760876
Jeremy Hassel,CSUN,,Jeremy Hassel,sa3033376,,2021,2,0,4.132652900358982,11,5,0,0,0,32.2,140,25,15,15,3,12,7,8,0,21,5.785714060502576,3.306122320287186,1.75,0.8265305800717965,0.15,0.08571429,0.06428572,0.20661157,1.1326530171354248,0.22680412,0.72864322,5.691499671038368,-1.558846770679386
Dylan Hathcock,JVST,,Dylan Hathcock,sa3033391,,2021,3,5,4.62430948972564,17,10,0,0,0,60.1,259,75,34,31,2,10,2,2,0,55,8.204420062416457,1.4917127386211742,5.5,0.2983425477242348,0.21235521,0.03861004,0.17374517,0.30364372,1.4088398086977756,0.38421053,0.62945368,3.2396921848996807,1.3846173048259591
Dakota Hawkins,WSU,,Dakota Hawkins,sa3033429,,2021,4,6,5.823529411764706,19,6,0,0,1,51.0,227,66,39,33,9,13,2,4,2,40,7.0588235294117645,2.2941176470588234,3.07692308,1.588235294117647,0.17621145,0.05726872,0.11894273,0.31132075,1.5490196078431373,0.34969325,0.61403509,5.355185437669942,0.4683439740947639
Everhett Hazelwood,KU,,Everhett Hazelwood,sa3033473,,2021,2,4,6.872727272727273,16,12,0,0,0,55.0,260,53,42,42,8,41,7,10,0,53,8.672727272727272,6.709090909090909,1.29268293,1.309090909090909,0.20384615,0.15769231,0.04615385,0.25,1.709090909090909,0.29801325,0.65701559,6.2695696657354185,0.6031576069918545
Kobe Head,ALCN,,Kobe Head,sa3033479,,2021,3,5,6.923076923076923,8,8,1,1,0,39.0,184,50,36,30,3,19,2,0,0,28,6.461538461538462,4.384615384615385,1.47368421,0.6923076923076923,0.15217391,0.10326087,0.04891304,0.30674847,1.7692307692307692,0.35606061,0.5239521,6.525619648664426,0.3974572744124973
Nick Heckman,NICH,,Nick Heckman,sa3033510,,2021,2,6,4.756476495911731,13,12,0,0,0,64.1,276,70,38,34,6,14,9,1,0,30,4.19689102580447,1.958549145375419,2.14285714,0.8393782051608939,0.10869565,0.05072464,0.05797102,0.27667984,1.3056994302502791,0.29493088,0.6501182,5.2217603781376365,-0.4652838822259051
